Date,Open,High,Low,Close,Adj Close,Volume
2017-04-20,141.220001,142.919998,141.160004,142.440002,141.299591,23319600
2017-04-21,142.440002,142.679993,141.850006,142.270004,141.130966,17320900
2017-04-24,143.500000,143.949997,143.179993,143.639999,142.489990,17134300
2017-04-25,143.910004,144.899994,143.869995,144.529999,143.372864,18871500
2017-04-26,144.470001,144.600006,143.380005,143.679993,142.529663,20041200
2017-04-27,143.919998,144.160004,143.309998,143.789993,142.638794,14246300
2017-04-28,144.089996,144.300003,143.270004,143.649994,142.499893,20860400
2017-05-01,145.100006,147.199997,144.960007,146.580002,145.406448,33602900
2017-05-02,147.539993,148.089996,146.839996,147.509995,146.329010,45352200
2017-05-03,145.589996,147.490005,144.270004,147.059998,145.882614,45697000
2017-05-04,146.520004,147.139999,145.809998,146.529999,145.356857,23371900
2017-05-05,146.759995,148.979996,146.759995,148.960007,147.767410,27327700
2017-05-08,149.029999,153.699997,149.029999,153.009995,151.784973,48752400
2017-05-09,153.869995,154.880005,153.449997,153.990005,152.757141,39130400
2017-05-10,153.630005,153.940002,152.110001,153.259995,152.032974,25805700
2017-05-11,152.449997,154.070007,152.309998,153.949997,153.347809,27255100
2017-05-12,154.699997,156.419998,154.669998,156.100006,155.489410,32527000
2017-05-15,156.009995,156.649994,155.050003,155.699997,155.090958,26009700
2017-05-16,155.940002,156.059998,154.720001,155.470001,154.861862,20048500
2017-05-17,153.600006,154.570007,149.710007,150.250000,149.662277,50767700
2017-05-18,151.270004,153.339996,151.130005,152.539993,151.943314,33568200
2017-05-19,153.380005,153.979996,152.630005,153.059998,152.461288,26960800
2017-05-22,154.000000,154.580002,152.910004,153.990005,153.387650,22966400
2017-05-23,154.899994,154.899994,153.309998,153.800003,153.198395,19918900
2017-05-24,153.839996,154.169998,152.669998,153.339996,152.740189,19178000
2017-05-25,153.729996,154.350006,153.029999,153.869995,153.268112,19235600
2017-05-26,154.000000,154.240005,153.309998,153.610001,153.009140,21701100
2017-05-30,153.419998,154.429993,153.330002,153.669998,153.068893,20126900
2017-05-31,153.970001,154.169998,152.380005,152.759995,152.162460,24451200
2017-06-01,153.169998,153.330002,152.220001,153.179993,152.580811,16404100
2017-06-02,153.580002,155.449997,152.889999,155.449997,154.841934,27770700
2017-06-05,154.339996,154.449997,153.460007,153.929993,153.327881,25331700
2017-06-06,153.899994,155.809998,153.779999,154.449997,153.845856,26624900
2017-06-07,155.020004,155.979996,154.479996,155.369995,154.762253,21069600
2017-06-08,155.250000,155.539993,154.399994,154.990005,154.383743,21250800
2017-06-09,155.190002,155.190002,146.020004,148.979996,148.397247,64882700
2017-06-12,145.740005,146.089996,142.509995,145.419998,144.851166,72307300
2017-06-13,147.160004,147.449997,145.149994,146.589996,146.016586,34165400
2017-06-14,147.500000,147.500000,143.839996,145.160004,144.592194,31531200
2017-06-15,143.320007,144.479996,142.210007,144.289993,143.725586,32165400
2017-06-16,143.779999,144.500000,142.199997,142.270004,141.713501,50361100
2017-06-19,143.660004,146.740005,143.660004,146.339996,145.767578,32541400
2017-06-20,146.869995,146.869995,144.940002,145.009995,144.442764,24900100
2017-06-21,145.520004,146.070007,144.610001,145.869995,145.299408,21265800
2017-06-22,145.770004,146.699997,145.119995,145.630005,145.060364,19106300
2017-06-23,145.130005,147.160004,145.110001,146.279999,145.707809,35439400
2017-06-26,147.169998,148.279999,145.380005,145.820007,145.249619,25692400
2017-06-27,145.009995,146.160004,143.619995,143.729996,143.167786,24761900
2017-06-28,144.490005,146.110001,143.160004,145.830002,145.259567,22082400
2017-06-29,144.710007,145.130005,142.279999,143.679993,143.117966,31499400
2017-06-30,144.449997,144.960007,143.779999,144.020004,143.456650,23024100
2017-07-03,144.880005,145.300003,143.100006,143.500000,142.938690,14258300
2017-07-05,143.690002,144.789993,142.720001,144.089996,143.526367,21569600
2017-07-06,143.020004,143.500000,142.410004,142.729996,142.171692,24128800
2017-07-07,142.899994,144.750000,142.899994,144.179993,143.616013,19201700
2017-07-10,144.110001,145.949997,143.369995,145.059998,144.492584,21090600
2017-07-11,144.729996,145.850006,144.380005,145.529999,144.960739,19781800
2017-07-12,145.869995,146.179993,144.820007,145.740005,145.169922,24884500
2017-07-13,145.500000,148.490005,145.440002,147.770004,147.191986,25199400
2017-07-14,147.970001,149.330002,147.330002,149.039993,148.457001,20132100
2017-07-17,148.820007,150.899994,148.570007,149.559998,148.974976,23793500
2017-07-18,149.199997,150.130005,148.669998,150.080002,149.492950,17868800
2017-07-19,150.479996,151.419998,149.949997,151.020004,150.429276,20923000
2017-07-20,151.500000,151.740005,150.190002,150.339996,149.751923,17243700
2017-07-21,149.990005,150.440002,148.880005,150.270004,149.682205,26252600
2017-07-24,150.580002,152.440002,149.899994,152.089996,151.495071,21493200
2017-07-25,151.800003,153.839996,151.800003,152.740005,152.142548,18853900
2017-07-26,153.350006,153.929993,153.059998,153.460007,152.859726,15781000
2017-07-27,153.750000,153.990005,147.300003,150.559998,149.971069,32476300
2017-07-28,149.889999,150.229996,149.190002,149.500000,148.915207,17213700
2017-07-31,149.899994,150.330002,148.130005,148.729996,148.148224,19845900
2017-08-01,149.100006,150.220001,148.410004,150.050003,149.463058,35368600
2017-08-02,159.279999,159.750000,156.160004,157.139999,156.525330,69936800
2017-08-03,157.050003,157.210007,155.020004,155.570007,154.961472,27097300
2017-08-04,156.070007,157.399994,155.690002,156.389999,155.778259,20559900
2017-08-07,157.059998,158.919998,156.669998,158.809998,158.188797,21870300
2017-08-08,158.600006,161.830002,158.270004,160.080002,159.453827,36205900
2017-08-09,159.259995,161.270004,159.110001,161.059998,160.429993,26131500
2017-08-10,159.899994,160.000000,154.630005,155.320007,155.320007,40804300
2017-08-11,156.600006,158.570007,156.070007,157.479996,157.479996,26257100
2017-08-14,159.320007,160.210007,158.750000,159.850006,159.850006,22028200
2017-08-15,160.660004,162.199997,160.139999,161.600006,161.600006,29465500
2017-08-16,161.940002,162.509995,160.149994,160.949997,160.949997,27671600
2017-08-17,160.520004,160.710007,157.839996,157.860001,157.860001,27940600
2017-08-18,157.860001,159.500000,156.720001,157.500000,157.500000,27428100
2017-08-21,157.500000,157.889999,155.110001,157.210007,157.210007,26368500
2017-08-22,158.229996,160.000000,158.020004,159.779999,159.779999,21604600
2017-08-23,159.070007,160.470001,158.880005,159.979996,159.979996,19399100
2017-08-24,160.429993,160.740005,158.550003,159.270004,159.270004,19818900
2017-08-25,159.649994,160.559998,159.270004,159.860001,159.860001,25480100
2017-08-28,160.139999,162.000000,159.929993,161.470001,161.470001,25966000
2017-08-29,160.100006,163.119995,160.000000,162.910004,162.910004,29516900
2017-08-30,163.800003,163.889999,162.610001,163.350006,163.350006,27269600
2017-08-31,163.639999,164.520004,163.479996,164.000000,164.000000,26785100
2017-09-01,164.800003,164.940002,163.630005,164.050003,164.050003,16552800
